Log File Information
Timestamp,20250411_132359
Port,/dev/ttyACM0
Baud Rate,115200

Time(ms) (s),Heading(°) (degrees),WindDir(°),WindSpd(mph),Lat,Lon,Sat,Rudder(°),Sail(°),Status
440017,16.1,4.0,0.0,52.486065,-1.889444,8,127.0,0.0,0.0,OK
8620,16.1,4.0,0.0,52.486439,-1.889420,8,100.0,80.0,0.0,OK
9638,16.1,4.0,0.0,52.486427,-1.889420,8,135.0,0.0,0.0,OK
10660,16.1,4.0,0.0,52.486416,-1.889420,8,135.0,0.0,0.0,OK
11686,16.1,4.0,0.0,52.486404,-1.889424,8,135.0,0.0,0.0,OK
12708,16.1,4.0,0.0,52.486393,-1.889427,8,135.0,0.0,0.0,OK
13730,16.1,4.0,0.0,52.486382,-1.889431,8,135.0,0.0,0.0,OK
14753,16.1,4.0,0.0,52.486370,-1.889435,8,135.0,0.0,0.0,OK
15775,16.1,4.0,0.0,52.486359,-1.889439,8,135.0,0.0,0.0,OK
16797,16.1,4.0,0.0,52.486347,-1.889442,8,135.0,0.0,0.0,OK
17820,16.1,4.0,0.0,52.486336,-1.889446,8,135.0,0.0,0.0,OK
18842,16.1,4.0,0.0,52.486324,-1.889449,8,135.0,0.0,0.0,OK
19868,16.1,4.0,0.0,52.486313,-1.889453,8,135.0,0.0,0.0,OK
20892,16.1,4.0,0.0,52.486301,-1.889457,8,135.0,0.0,0.0,OK
21913,16.1,4.0,0.0,52.486290,-1.889460,8,135.0,0.0,0.0,OK
22935,16.1,4.0,0.0,52.486279,-1.889464,8,135.0,0.0,0.0,OK
23958,16.1,4.0,0.0,52.486267,-1.889467,8,135.0,0.0,0.0,OK
24979,16.1,4.0,0.0,52.486256,-1.889471,8,135.0,0.0,0.0,OK
26001,16.1,4.0,0.0,52.486244,-1.889474,8,135.0,0.0,0.0,OK
27024,16.1,4.0,0.0,52.486233,-1.889478,8,135.0,0.0,0.0,OK
28046,16.1,4.0,0.0,52.486221,-1.889481,8,135.0,0.0,0.0,OK
29072,16.1,4.0,0.0,52.486210,-1.889485,8,135.0,0.0,0.0,OK
30095,16.1,4.0,0.0,52.486198,-1.889488,8,135.0,0.0,0.0,OK
31117,16.1,4.0,0.0,52.486187,-1.889492,8,135.0,0.0,0.0,OK
32139,16.1,4.0,0.0,52.486176,-1.889495,8,135.0,0.0,0.0,OK
33162,16.1,4.0,0.0,52.486164,-1.889499,8,135.0,0.0,0.0,OK
34184,16.1,4.0,0.0,52.486153,-1.889502,8,135.0,0.0,0.0,OK
35207,16.1,4.0,0.0,52.486141,-1.889506,8,135.0,0.0,0.0,OK
36230,16.1,4.0,0.0,52.486130,-1.889509,8,135.0,0.0,0.0,OK
37252,16.1,4.0,0.0,52.486118,-1.889512,8,135.0,0.0,0.0,OK
38277,16.1,4.0,0.0,52.486107,-1.889516,8,135.0,0.0,0.0,OK
39301,16.1,4.0,0.0,52.486095,-1.889519,8,135.0,0.0,0.0,OK
40324,16.1,4.0,0.0,52.486084,-1.889522,8,135.0,0.0,0.0,OK
41347,16.1,4.0,0.0,52.486073,-1.889526,8,127.2,0.0,0.0,OK
42372,16.1,4.0,0.0,52.486073,-1.889505,8,127.2,0.0,0.0,OK
43396,16.1,4.0,0.0,52.486073,-1.889484,8,127.1,0.0,0.0,OK
44419,16.1,4.0,0.0,52.486073,-1.889463,8,127.1,0.0,0.0,OK
45444,16.1,4.0,0.0,52.486073,-1.889443,8,127.3,0.0,0.0,OK
46471,16.1,4.0,0.0,52.486073,-1.889422,8,127.1,0.0,0.0,OK
47494,16.1,4.0,0.0,52.486073,-1.889401,8,127.3,0.0,0.0,OK
48520,16.1,4.0,0.0,52.486073,-1.889380,8,127.3,0.0,0.0,OK
49544,16.1,4.0,0.0,52.486073,-1.889360,8,127.3,0.0,0.0,OK
50568,16.1,4.0,0.0,52.486073,-1.889339,8,127.1,0.0,0.0,OK
51593,16.1,4.0,0.0,52.486073,-1.889318,8,127.2,0.0,0.0,OK
52616,16.1,4.0,0.0,52.486073,-1.889298,8,127.4,0.0,0.0,OK
53640,16.1,4.0,0.0,52.486073,-1.889277,8,127.2,0.0,0.0,OK
54666,16.1,4.0,0.0,52.486073,-1.889256,8,127.4,0.0,0.0,OK
55693,16.1,4.0,0.0,52.486073,-1.889235,8,127.5,0.0,0.0,OK
56717,16.1,4.0,0.0,52.486073,-1.889215,8,127.2,0.0,0.0,OK
57742,16.1,4.0,0.0,52.486073,-1.889194,8,127.6,0.0,0.0,OK
58766,16.1,4.0,0.0,52.486073,-1.889174,8,127.3,0.0,0.0,OK
59790,16.1,4.0,0.0,52.486073,-1.889153,8,127.7,0.0,0.0,OK
60815,16.1,4.0,0.0,52.486073,-1.889132,8,127.8,0.0,0.0,OK
61838,16.1,4.0,0.0,52.486073,-1.889112,8,127.9,0.0,0.0,OK
62862,16.1,4.0,0.0,52.486073,-1.889091,8,128.0,0.0,0.0,OK
63885,16.1,4.0,0.0,52.486073,-1.889070,8,62.4,0.0,0.0,OK
64909,16.1,4.0,0.0,52.486084,-1.889083,8,62.3,0.0,0.0,OK
65931,16.1,4.0,0.0,52.486095,-1.889096,8,62.4,0.0,0.0,OK
66953,16.1,4.0,0.0,52.486107,-1.889110,8,62.3,0.0,0.0,OK
67974,16.1,4.0,0.0,52.486118,-1.889123,8,62.1,0.0,0.0,OK
68995,16.1,4.0,0.0,52.486130,-1.889136,8,61.9,0.0,0.0,OK
70017,16.1,4.0,0.0,52.486141,-1.889149,8,61.8,0.0,0.0,OK
71037,16.1,4.0,0.0,52.486153,-1.889163,8,61.8,0.0,0.0,OK
72060,16.1,4.0,0.0,52.486164,-1.889176,8,61.4,0.0,0.0,OK
73095,16.1,4.0,0.0,52.486172,-1.889190,8,61.7,0.0,0.0,OK
74119,16.1,4.0,0.0,52.486183,-1.889203,8,61.6,0.0,0.0,OK
75139,16.1,4.0,0.0,52.486195,-1.889217,8,61.7,0.0,0.0,OK
76161,16.1,4.0,0.0,52.486206,-1.889230,8,61.1,0.0,0.0,OK
77182,16.1,4.0,0.0,52.486214,-1.889244,8,61.4,0.0,0.0,OK
78203,16.1,4.0,0.0,52.486225,-1.889258,8,61.1,0.0,0.0,OK
79226,16.1,4.0,0.0,52.486233,-1.889271,8,61.0,0.0,0.0,OK
80247,16.1,4.0,0.0,52.486240,-1.889285,8,61.6,0.0,0.0,OK
81269,16.1,4.0,0.0,52.486252,-1.889299,8,61.5,0.0,0.0,OK
82294,16.1,4.0,0.0,52.486263,-1.889313,8,60.8,0.0,0.0,OK
83315,16.1,4.0,0.0,52.486271,-1.889327,8,45.0,0.0,0.0,OK
84336,16.1,4.0,0.0,52.486259,-1.889336,8,45.0,0.0,0.0,OK
85358,16.1,4.0,0.0,52.486248,-1.889345,8,45.0,0.0,0.0,OK
86379,16.1,4.0,0.0,52.486237,-1.889354,8,45.0,0.0,0.0,OK
87400,16.1,4.0,0.0,52.486225,-1.889362,8,45.0,0.0,0.0,OK
88435,16.1,4.0,0.0,52.486214,-1.889372,8,45.0,0.0,0.0,OK
89456,16.1,4.0,0.0,52.486202,-1.889381,8,45.0,0.0,0.0,OK
90477,16.1,4.0,0.0,52.486191,-1.889390,8,45.0,0.0,0.0,OK
91504,16.1,4.0,0.0,52.486179,-1.889399,8,45.0,0.0,0.0,OK
92525,16.1,4.0,0.0,52.486168,-1.889408,8,45.0,0.0,0.0,OK
93546,16.1,4.0,0.0,52.486156,-1.889417,8,45.0,0.0,0.0,OK
94569,16.1,4.0,0.0,52.486145,-1.889426,8,45.0,0.0,0.0,OK
95591,16.1,4.0,0.0,52.486134,-1.889435,8,45.0,0.0,0.0,OK
96612,16.1,4.0,0.0,52.486122,-1.889443,8,45.0,0.0,0.0,OK
97634,16.1,4.0,0.0,52.486111,-1.889453,8,45.0,0.0,0.0,OK
98656,16.1,4.0,0.0,52.486099,-1.889461,8,45.0,0.0,0.0,OK
99678,16.1,4.0,0.0,52.486088,-1.889470,8,45.0,0.0,0.0,OK
100703,16.1,4.0,0.0,52.486076,-1.889479,8,45.0,0.0,0.0,OK
101727,16.1,4.0,0.0,52.486065,-1.889488,8,126.8,0.0,0.0,OK
102750,16.1,4.0,0.0,52.486065,-1.889467,8,126.8,0.0,0.0,OK
103779,16.1,4.0,0.0,52.486065,-1.889446,8,127.0,0.0,0.0,OK
104803,16.1,4.0,0.0,52.486065,-1.889425,8,126.8,0.0,0.0,OK
105831,16.1,4.0,0.0,52.486065,-1.889404,8,127.0,0.0,0.0,OK
106860,16.1,4.0,0.0,52.486065,-1.889382,8,127.0,0.0,0.0,OK
107888,16.1,4.0,0.0,52.486065,-1.889361,8,127.0,0.0,0.0,OK
108911,16.1,4.0,0.0,52.486065,-1.889340,8,126.8,0.0,0.0,OK
109938,16.1,4.0,0.0,52.486065,-1.889319,8,126.7,0.0,0.0,OK
110966,16.1,4.0,0.0,52.486065,-1.889298,8,127.0,0.0,0.0,OK
111990,16.1,4.0,0.0,52.486065,-1.889277,8,126.7,0.0,0.0,OK
113020,16.1,4.0,0.0,52.486065,-1.889256,8,127.0,0.0,0.0,OK
114048,16.1,4.0,0.0,52.486065,-1.889235,8,127.0,0.0,0.0,OK
115072,16.1,4.0,0.0,52.486065,-1.889214,8,126.7,0.0,0.0,OK
116101,16.1,4.0,0.0,52.486065,-1.889192,8,127.0,0.0,0.0,OK
117125,16.1,4.0,0.0,52.486065,-1.889172,8,126.6,0.0,0.0,OK
118155,16.1,4.0,0.0,52.486065,-1.889151,8,127.0,0.0,0.0,OK
119184,16.1,4.0,0.0,52.486065,-1.889129,8,127.0,0.0,0.0,OK
120211,16.1,4.0,0.0,52.486065,-1.889108,8,127.0,0.0,0.0,OK
121239,16.1,4.0,0.0,52.486065,-1.889087,8,127.0,0.0,0.0,OK
122273,16.1,4.0,0.0,52.486065,-1.889066,8,62.5,0.0,0.0,OK
123295,16.1,4.0,0.0,52.486076,-1.889079,8,62.5,0.0,0.0,OK
124316,16.1,4.0,0.0,52.486088,-1.889092,8,62.5,0.0,0.0,OK
125339,16.1,4.0,0.0,52.486099,-1.889105,8,62.5,0.0,0.0,OK
126360,16.1,4.0,0.0,52.486111,-1.889118,8,62.3,0.0,0.0,OK
127384,16.1,4.0,0.0,52.486122,-1.889132,8,62.5,0.0,0.0,OK
128406,16.1,4.0,0.0,52.486134,-1.889145,8,62.3,0.0,0.0,OK
129427,16.1,4.0,0.0,52.486145,-1.889158,8,62.0,0.0,0.0,OK
130448,16.1,4.0,0.0,52.486156,-1.889172,8,62.1,0.0,0.0,OK
131470,16.1,4.0,0.0,52.486168,-1.889185,8,61.8,0.0,0.0,OK
